a,b
1,0.642857143
0.94,0.181818182
0.59,0.666666667
0.78,0.777777778
0,0.4375
0.74,0.416666667
0.81,0.1
0.95,0.428571429
0,0.090909091
0,0.214285714
0,0.153846154
0.65,0.277777778
0.81,0.666666667
0.75,0
1,0.307692308
0,0.285714286
0.78,0.4
0.78,0.642857143
0,0.454545455
0.84,0.583333333
0.83,0.785714286
0.63,0.466666667
0.97,0.625
0,0.384615385
0.68,0.5
0.61,0.785714286
0.86,0.545454545
0,0.416666667
0.69,0.483870968
0.92,0.833333333
0,0.636363636
0.64,0.25
0.78,0.8
0.66,0.2
0,0.428571429
0,0.363636364
0.54,0.307692308
0.84,0.25
0.65,0.181818182
1,0.538461538
0.89,0.076923077
0.75,0.785714286
0.83,0.5
0,0.266666667
0.55,0.363636364
1,0.647058824
0,0.6
0,0.583333333
1,0.6
0.56,0.181818182
0.81,0.769230769
0,0.727272727
0,0.8
1,0.666666667
0,0.444444444
0.64,0.666666667
0,0.285714286
0.88,0.538461538
0,0.285714286
0.84,0.25
0.82,0.615384615
0,0.75
0.55,0.588235294
0.6,0.375
1,0.7
0.97,0.571428571
0.79,0.558139535
0.91,0.25
0.73,0.642857143
0.56,0.733333333
0,0.647058824
0.87,0.666666667
0,0.2
1,0.210526316
0,0.5
0.77,0.3
0.73,0.363636364
0,0.363636364
0,0.5
0.63,0.411764706
0.9,0.230769231
0,0.333333333
0.93,0.538461538
0.75,0.606060606
0,0.555555556
0,0.5
0,0.5
0.91,0.333333333
0.76,0.428571429
0,0.181818182
0,0.25
0.83,0.846153846
0,0.666666667
0.91,0.333333333
0.87,0.75
0,0.125
0.88,0.705882353
0.7,0.333333333
0.68,0.333333333
0,0.272727273
0.77,0
0.87,0.882352941
1,0.6
0.96,0.416666667
0.63,0.56
0.8,0.529411765
0.85,0.272727273
0.88,0.470588235
0.85,0.428571429
0.93,0
0.56,0.596153846
0.77,0.785714286
0.66,0.416666667
0.79,0.6
0.57,0.416666667
0,0.769230769
0.67,0.1
0.56,0.5
0,0.666666667
0.9,0.2
0,0.769230769
0.88,0.307692308
0.68,0.5
0.75,0.1
0.84,0.8
0.8,0.789473684
0.76,0.625
0.75,0.615384615
0,0.6875
0.82,0.555555556
0.87,0.125
0,0.266666667
0.89,0.5
0,0.642857143
0.7,0.5
0.73,0.6
0.83,0.272727273
0.85,0.125
0.74,0.333333333
0,0.2
0.9,0.666666667
0,0.333333333
0,0.222222222
0.81,0.181818182
0.7,0.5
0.74,0.571428571
0.75,0.333333333
0.58,0.416666667
0.67,0.533333333
0,0.181818182
0.79,0.166666667
0.83,0.285714286
0,0.363636364
0.71,0.947368421
0.63,0.357142857
0.89,0.25
0.86,0.692307692
0,0.333333333
0.77,0.153846154
0.75,0.909090909
0.76,0.727272727
0.87,0.933333333
0,0.363636364
1,0.764705882
0.68,1
0.95,0.333333333
0.92,0.777777778
0.91,0.2
0,0.529411765
0,0.3125
0.86,0.454545455
0,0.583333333
0,0.4
0,0.581395349
0.83,0.294117647
0,0.636363636
0.69,0.777777778
0,0.357142857
0.6,0.1
0.67,0.2
0.54,0.3
0,0.153846154
0.87,0.625
0.69,0
0,0.823529412
0,0.476190476
0.72,0.333333333
0,0.428571429
0.84,0.3
0,0.866666667
0,0.4
0.78,0.25
0.75,0.25
0.89,0.75
0.88,0.083333333
0,0.5
0,0.272727273
0.61,0.833333333
0,0.5
0.88,0.25
0.81,0.529411765
0.63,0.2
0.7,0.4
0.7,0.636363636
0.96,0.181818182
0,0.666666667
0,1
0.72,0.615384615
0.71,0.416666667
0.5,0.461538462
0,0.529411765
0.75,0.846153846
0.77,0.2
0.64,0.083333333
0.75,0.416666667
0.91,0.272727273
0.81,0.3
0.85,0.307692308
0.4,0.214285714
0,0.647058824
0.85,0.272727273
0.59,0.636363636
0.9,0.37254902
0.9,0.272727273
0.83,0.272727273
0.84,0.5
0.82,0.5
0.81,0.25
0.89,0.307692308
0.81,0.333333333
0.96,0.6
0.86,0.307692308
0.76,0.538461538
0.46,0.416666667
0.32,0.111111111
0.93,0.8
0.81,0.451327434
0.65,0.419047619
0.8,0.428571429
0,0.75
0.77,0.75
0,0.538461538
0,0.5
0,0.333333333
0.52,0.384615385
0,0.411764706
0.67,0.25
0.7,0.3
0,0.1
0,1
0.69,0.5
0.65,0.384615385
0,0.789473684
0.81,0.260869565
0.63,0.666666667
0.78,0.181818182
0.82,0.4375
0.76,0.444444444
0.5,0.5
0.95,0.7
0,0.5625
0.83,0.545454545
0.76,0.5
0.78,0.230769231
0.88,0.666666667
0,0.928571429
0.78,0.416666667
0.81,0.833333333
0.92,0.166666667
0.83,0.555555556
0.78,0.928571429
0,0.181818182
0.73,0.583333333
0.91,0.692307692
0.76,0.363636364
0.9,0.833333333
0.97,0.307692308
0.79,0.625
0,0.785714286
0.58,0
0.87,0.142857143
0.81,0.545454545
0.8,0.875
0,0.454545455
0.92,0.333333333
0,0.571428571
0,0.823529412
0,0.363636364
0.78,0.4
0.78,0.363636364
0.91,0.941176471
0.81,0.416666667
0.8,0.764705882
0.95,0.75
0.88,0.823529412
0.57,0.714285714
0.87,0.882352941
0.97,0.4
0.85,0.764705882
0.84,0
0,0.4
0,0.611111111
0.65,0.285714286
0.62,0.333333333
0.73,0.714285714
0.86,0.111111111
0.97,0.363636364
0.7,0.375
1,0.454545455
0.82,0.777777778
0.78,0.333333333
0.54,0.566666667
0.83,0.75
0.86,0.444444444
0.9,0.428571429
0.91,0.272727273
0.88,0.615384615
0.96,0.857142857
0.89,0.357142857
0.85,0.647058824
0.69,0.5
0.8,0.5
0.6,0.444444444
0,0
0.94,0.214285714
0.86,0.230769231
0.88,0.5
0.48,0.230769231
0,0.416666667
0,0.642857143
0.87,0.2
0,0.3125
0.82,0.25
0.94,0.090909091
0.8,0.615384615
0,0.428571429
0.81,0.666666667
0.5,0.571428571
0.88,0.666666667
0,0.4
1,0.647058824
0.94,0.272727273
0,0.571428571
0,0.888888889
0.79,0.888888889
0.61,0.571428571
0,0
0,0
0.9,0.352941176
0,0.125
0,0.529411765
0.65,0.684210526
0.71,0.5
0.67,0.454545455
0.63,0.5
0.77,0.4375
0,0.769230769
0,0.894736842
0,0.5
0,0.25
0.81,0.266666667
0.89,0.9
0.79,0.583333333
1,0.222222222
0,0.352941176
0.72,0.25
0.6,0.588235294
0.88,0.692307692
0.81,0.214285714
0,0.3
0.67,0.083333333
0,0.272727273
0.93,0.333333333
0.6,0.333333333
0.9,0.545454545
0.97,0.444444444
0.87,0.727272727
0.88,0.625
0.91,0
0,0.333333333
0,0.428571429
0.9,0.642857143
0.81,0.068965517
0.72,0.615384615
0,0.55
0,0.416666667
0.79,0.3
0.81,0.2
1,0.375
0,0.666666667
0.92,0.461538462
0,0.636363636
0.67,0.555555556
0.89,0.588235294
0.8,0.75
0,0.272727273
0.84,0.8
0.38,0.545454545
0.92,0.375
0.94,0.217391304
0.83,0.611111111
0,0.583333333
0,0.5
0.75,0.25
0.87,0.615384615
0.7,0.583333333
0.91,0.692307692
0,0.454545455
1,0.444444444
0.82,0.866666667
0.96,0.875
0.9,0.588235294
0.84,0.363636364
0.77,0.846153846
1,0.45
0.94,0.4
0,0.333333333
0.92,0.090909091
0.87,0.375
0.79,0.823529412
0.88,0.090909091
1,1
0,0.3
0.88,0.454545455
0,0.583333333
0.78,0.1875
0.67,0.916666667
0.57,0.537037037
0.91,0.722222222
0.6,0.461538462
0.93,0
0,0.333333333
0.66,0.866666667
0,0.823529412
0,0.333333333
0,0.555555556
0,0.705882353
0,0.947368421
0.74,0.2
0,0.454545455
0,0.647058824
0.68,0.363636364
0.75,0.625
0.94,0.611111111
0,0.25
0,0.083333333
0,0.642857143
0,0.6
0.81,0.692307692
0,0.083333333
0.74,0.470588235
0.81,0
1,0.307692308
0.5,0.916666667
0.78,0.2
0.92,0.692307692
0,0.727272727
0,0.461538462
0.94,0.722222222
0,0.527272727
1,0.647058824
0.76,0.166666667
1,0.923076923
0.9,0.7
0,0.2
0.4,0.333333333
0,0.285714286
0.84,0.363636364
0,0.307692308
0,0.75
0.84,0.5
0,0.363636364
0.87,0.625
0.59,0.363636364
0.86,0.166666667
0.74,0.444444444
0,1
0.85,0.833333333
0.89,0.538461538
0.71,0.294117647
0.78,0.583333333
0.67,0.5
0.95,0.333333333
0.81,0.25
0.5,0.454545455
0.81,0.615384615
0.62,0.571428571
0,0.444444444
0.77,0.461538462
0.86,0.2
0.81,0.416666667
0.77,0.529411765
0.92,0.833333333
0.89,0.666666667
0.62,0.642857143
0,0.5625
0.74,0.25
0.87,0.444444444
0.37,0.666666667
0.81,0.5
0.93,0.4375
0.78,0.476190476
1,0.583333333
1,0.461538462
1,0.428571429
0.69,0.363636364
0.83,0.2
0,0.1875
0,0.090909091
0.85,0.136363636
0.71,0.769230769
0.78,0.4
0.96,0.5
0.94,0.6875
0,0
0,0.4375
0.82,0.307692308
0.78,0.571428571
0.82,0.611111111
0.93,0.6875
0.88,0.142857143
0,0.382352941
0.91,0.111111111
0.87,0.7
0.75,0.25
0.77,0.461538462
0.5,0.705882353
0.75,0.785714286
0.81,0.7
1,0.5
0,0.4
0.75,0.833333333
0.73,0.2
0,0.882352941
0.9,0.333333333
0.4,0.636363636
0.83,0.285714286
0.85,0.5
0.79,0.181818182
0.65,0.181818182
0,0.555555556
0.87,0.857142857
0.79,0.52173913
0.83,0.571428571
0.82,0.692307692
0,0.315789474
0.85,0.818181818
0.88,0.4
0.96,0.7
0.86,0.375
0.31,0.444444444
0.94,0.473684211
0,0.933333333
0.8,0.357142857
0.95,0.307692308
0.71,0.214285714
0.92,0.647058824
0,0.823529412
0.59,0.352941176
0.67,0.4
0.79,0.7
0,0.6
0.61,0.4
0.72,0.9
0.88,0.666666667
0.61,0.7
0.79,0.857142857
0,0.444444444
0.72,0.333333333
0.9,0.125
0.85,0.363636364
0.9,0.692307692
0.93,0.818181818
0.84,0.277777778
0.8,0.6
0,0.4
0.78,0.625
0.76,0.5
0.75,0.6
0.74,0.583333333
0.68,0.388888889
0.88,0.333333333
0.9,0.307692308
0.97,0.666666667
0.96,0.533333333
0.9,0.444444444
0.53,0.181818182
0,0.3
0.89,0.571428571
0.84,0.307692308
0.89,0.388888889
0.83,0.473684211
0.88,0.5
0,0.5
0.65,0.666666667
0.85,0.333333333
0.79,0.5
0.96,0.578947368
0.58,0.363636364
0,0.631578947
0.81,0.666666667
0.93,0.3125
0.67,0.444444444
0.87,0.428571429
0.87,0.4375
0.82,0.2
0.95,0.625
0.96,0.181818182
0.65,0.454545455
0.76,0.2
0,0.444444444
0.72,0.722222222
0.89,0.3
0.69,0.444444444
0.95,0.727272727
0.7,0.666666667
0.89,0.625
0.5,1
0.88,0.666666667
0.5,0.888888889
0,0.125
0,0.5
0,0.9
0.1,0.214285714
0,0.333333333
0.89,0.545454545
0.79,0.666666667
0.58,0.2
0.94,0.325581395
0,0.181818182
0.79,0.605263158
0.65,0.9
0.77,0.375
0.81,0.555555556
0.96,0.1875
0.38,0.777777778
0.7,0.888888889
1,0.666666667
0,0.714285714
0,0.166666667
0.62,0.888888889
0.5,0.681818182
0,0.333333333
0,0.333333333
0.73,0.142857143
1,0.636363636
0.81,0.5
0.42,0.166666667
0,0.25
0.89,0.166666667
0.93,0.923076923
0.72,0.111111111
0,0.458333333
1,0.1
0,0.714285714
0.74,0.6875
0,0.68627451
0,0.444444444
0.86,0.777777778
0.97,0.090909091
0.74,0.692307692
0,0.611111111
0,0.384615385
0.86,0.357142857
0.76,0.712121212
0,0.411764706
0.78,0.272727273
0.97,0.8
0.85,0.1875
0.55,0.533333333
0,0.333333333
0.64,0.666666667
0.86,0.25
1,0.666666667
0.82,0.416666667
0.67,0.411764706
0.8,0.428571429
0.82,0.3
0.33,0.466666667
0.97,0.823529412
0.8,0.153846154
0.82,0.545454545
0.6,0.571428571
0,0.727272727
0.44,0.722222222
0.94,0.307692308
0.68,0.285714286
0.62,0.583333333
0.83,0.272727273
0.93,0.642857143
0.25,0.384615385
0,0.727272727
0,0
0.8,0.272727273
0.62,0.538461538
0.81,0.166666667
0.92,0.555555556
0.79,0.722222222
0.75,0.416666667
0,0.769230769
0.86,0.592592593
0.94,0.384615385
0.92,0.466666667
0,0.111111111
0,0.818181818
0.95,0.444444444
0,0.384615385
0.75,1
0.84,0.526315789
0.63,0.470588235
0,0.777777778
0,0.384615385
0,0.733333333
0.79,0.428571429
0.94,0.529411765
0.93,0.714285714
0.8,0.727272727
0.98,0.277777778
1,0.611111111
0.81,0.454545455
0.95,0.111111111
0.82,0.631578947
0.84,0.5
0.81,0.615384615
0.93,0
0.87,0.5
0.9,0.25
0.92,0.5
0.87,0.705882353
0.92,0.1875
0.79,0.703703704
0.81,0.705882353
0.78,0.6
0.88,0.444444444
0.89,0.352941176
0.93,0.705882353
0.73,0.85
0.58,0.470588235
0.73,0.470588235
0.47,0.307692308
0.66,0.411764706
0.89,0.272727273
0.84,0
0.97,0.272727273
0.92,0.722222222
0.98,0.466666667
0.84,0.692307692
0.97,0.277777778
0.89,0.230769231
0,0.565217391
1,0.647058824
0.85,0.75
0.96,0.5
0.55,0.257142857
0.9,0.25
1,0.25
1,0.181818182
0.88,0.852941176
0.83,0.111111111
0.89,0.090909091
0.69,0.230769231
0.91,0.944444444
0.91,0.5
0.93,0.333333333
0.54,0.277777778
0.81,0.846153846
0.47,0.25
0.88,0.1
1,0.125
0.91,0
0,0.625
0.87,0.4
0,0.222222222
0.8,0.666666667
0.82,0.5
0,0.5
0,0.5
0,0.777777778
0,0.425925926
0,0.363636364
0.67,0.333333333
0.8,0.5
0.94,0.363636364
0.91,0.466666667
0.52,0.2
0.66,0.307692308
0.52,0.5
0.81,0.4
0.88,0.785714286
0,0.583333333
0.95,0.25
0.76,0.566666667
0.87,0.2
0.81,0.166666667
0.97,0.444444444
0.89,0.454545455
0.86,0.538461538
0.55,0.538461538
0,0.764705882
0.9,0.692307692
0.78,0.125
0.95,0.3
1,0.666666667
0,0.421052632
0.59,0.818181818
0.89,0.5
0.82,0.461538462
0.78,0.333333333
0.94,0.3
0.92,0.25
0.87,0.739130435
0.95,0.285714286
1,0.583333333
0.79,0.315789474
0.78,0.111111111
0.84,0.142857143
1,0.2
0,0.5
0.88,0.5
0.81,0.272727273
0,0.4
0,0.636363636
0,0.125
1,0.45
0.59,0.625
0,0.5
0.74,0.090909091
0,0.75
0.92,0.266666667
1,0.25
0,0.529411765
0.94,0.916666667
0.97,0.364583333
0,0.4
0,0.909090909
0,0.290322581
0.55,0.4
0.92,0.428571429
0,0.733333333
0.71,0.615384615
0.78,0.4375
0,0.6
0.92,0
0.77,0.333333333
0.87,0.916666667
0.94,0.4
0.8,0.235294118
0,0.105263158
0,0.058823529
0.92,0.4
0,0.352941176
0.83,0.692307692
0,0.090909091
1,0.058823529
0.84,0.222222222
0,0.363636364
0.92,0.25
0.75,0.111111111
0.62,0.88
1,0.333333333
0.84,0.304
0,0.333333333
0.46,0.461538462
0,0.454545455
0.86,0.461538462
0.37,0.5
0.81,0.578947368
0,0.2
0.56,0.461538462
0.9,0.363636364
0.43,0.692307692
0,0.777777778
0.81,0.875
0.8,0.6
0.94,0.5
0.91,0.3
0,0.125
0,0.454545455
0.7,0.555555556
0.71,0.153846154
1,0.571428571
0.22,0.461538462
0,0.434782609
0,0.64
0,0.545454545
0,0.444444444
0,0.666666667
0.57,0.4
0.75,0.555555556
0.35,0.375
0,0.428571429
0.8,0.166666667
0.21,0.916666667
0.68,0
0.35,0.555555556
0.92,0.2
0.73,0.5
0,0.863636364
0.71,0
0.49,0.333333333
0.51,0.636363636
0.61,0.272727273
0.72,0
0.76,0.547169811
0.53,0.786885246
0.39,0.833333333
0.77,0.75
0.37,0.6
0.77,0.444444444
0.66,0.6
0.48,0.322580645
0.69,0.076923077
0.64,0.714285714
0.44,0.272727273
0.64,0.629464286
0.53,0
0.57,0.333333333
0,0.461538462
0.47,0.222222222
0.53,0.083333333
0.71,0.465116279
0.4,0.071428571
0.63,0.133333333
1,0.322033898
0.77,0.230769231
0.78,0.166666667
0,0.666666667
0.84,0.818181818
0,0
0,0.705882353
0.4,0.636363636
0.57,0.242424242
0,0.111111111
0.54,0.407407407
0.64,0.090909091
0.62,0.230769231
0.62,0.428571429
0.48,0.4
0.49,0.272727273
0,0.090909091
0.56,0.294117647
0,0.111111111
0.5,0.428571429
0.53,0.361702128
0,0.470588235
0.88,0.363636364
0,0.333333333
0,0.777777778
0,0.3
0.72,0.037037037
0.84,0.5
0.9,0.5
0.51,0.333333333
0,0.25
0.33,0.357142857
0.33,0.411764706
0,0.642857143
0.43,0.428571429
0.42,0.636363636
0.66,0.769230769
0,0
0,0.461538462
0.6,0.333333333
0,0.076923077
0.42,0.3
0,0.454545455
0,0.631578947
0,0.666666667
0.67,0.736842105
0.82,0.75
0.71,0.692307692
0.47,0.461538462
0.83,0.090909091
0.81,0.619047619
0.53,0.5
0.58,0.357142857
0.54,0.428571429
0.52,0.698113208
0.56,0.111111111
0.55,0
0.45,0.928571429
0.62,0.782608696
0.63,0.444444444
0.83,0.818181818
0.63,0.368421053
0.85,0.806451613
0.84,0.307692308
1,0.714285714
1,0.666666667
0.77,0.733333333
0.9,1
0,0.769230769
0,0.833333333
0.71,0.636363636
0,0.75
0,0.636363636
0,0.727272727
0,0.545454545
0,0.636363636
0,0.583333333
0.5,0.222222222
0.53,0.777777778
0.54,0.222222222
0.8,0.076923077
0,0.307692308
0.84,0.684210526
0.81,0.454545455
0.64,0.176470588
0.81,0.272727273
0.69,0
0.93,0.533333333
0.67,0.375
0,0.222222222
0.62,0.8125
0.51,0.636363636
0.49,0.333333333
0.85,0.444444444
0.71,0.176470588
0.82,0.75
0.89,0.736842105
0.69,0.823529412
0.77,0.111111111
0.86,0.875
0.94,0.6
0.8,0.615384615
0.76,0.8
0.82,0.529411765
0.62,0.6
0,0.785714286
0,0.928571429
0,0.769230769
0,0.538461538
0.615384615,0.785714286
0,0.181818182
0,0.857142857
0,0.916666667
1,0.3
0,0.818181818
0,0.454545455
0,0.818181818
0,0.214285714
0.857142857,0.818181818
0.96,0.538461538
0.9375,0.727272727
0,0.5
0,0.833333333
0,0.75
0,0.583333333
0,0.846153846
0,0.75
0,0.416666667
0.846153846,0.769230769
0,0.818181818
0,0.4
0.875,0.692307692
1,0.3
0.944444444,0.7
0,0.769230769
0.692307692,0.833333333
0.866666667,0.857142857
0,0.272727273
0,0.571428571
0,0.448979592
0,0.857142857
0,0.857142857
0,0.692307692
0,0.428571429
0.818181818,0.642857143
0,0.384615385
0,0.761904762
0,0.631578947
0,0.7
0.545454545,0.111111111
0,0.111111111
0.761904762,0.3
0,0.302752294
0.538461538,0.222222222
0,0.7
0,0.3125
0,0.384615385
0,0.5
0,0.153846154
0,0.333333333
0.833333333,0.384615385
0,0.2
0,0.166666667
0,0.571428571
0,0.25
0,0.444444444
0,0.083333333
0,0.363636364
0,0.222222222
0.724137931,0.538461538
0.8,0.5
0,0.538461538
0,0.444444444
0,0.4
0,0.733333333
0,0.466666667
0,0.569230769
0,0.866666667
0,0.538461538
0.870967742,0.866666667
0,0.6
0.827586207,0.533333333
0.777777778,0.210526316
0.861111111,0.866666667
0.647058824,0.266666667
0,0.318181818
0,0.833333333
0,0.387096774
0,0.75
0,0.576923077
0.730769231,0.933333333
0,0.333333333
0,0.733333333
0,0.47826087
0.181818182,0.666666667
0,0.6
0,0.666666667
0,0.8125
0.789473684,0.235294118
0,0.533333333
0.727272727,0.5625
0.6875,0.764705882
0,0.6
0.666666667,0.75
0.833333333,0.6875
0,0.533333333
0,0.857142857
0,0.78125
0,0.307692308
0,0.689655172
0.814814815,0.4375
0,0.666666667
0,0.533333333
0,0.6
0,0.1875
0.857142857,0.4
0,0.3125
0.944444444,1
0.765957447,0.75
0.724137931,0
0.965517241,0.176470588
0.2,0.6
0,0.142857143
0.857142857,0.410852713
0.8125,0.25
0,0.214285714
0,0.583333333
0,0.428571429
0,0.583333333
0,0.083333333
0,0.285714286
0,0.391304348
0,0.4
0.875,0.666666667
0,0.375
0,0.066666667
0.666666667,0.4
0,0.181818182
0,0.153846154
0,0.821428571
0,0.666666667
0,0.125
0,0.333333333
0,0.272727273
0,0.375
0,0.181818182
0,0.375
0,0.444444444
0,0.032258065
0.625,0.428571429
0.727272727,0.357142857
0,0.142857143
0,0.266666667
0,0.536585366
0,0.388888889
0,0.5
0,0.0625
0,0.842105263
0,0.789473684
0.851851852,0.789473684
0.636363636,0.842105263
0,0.947368421
0,0.733333333
0,0.846153846
0,0.894736842
0,0.842105263
0.833333333,0.631578947
0,0.842105263
0,0.1
0,0.25
0,0.25
0,0.736842105
0,0.666666667
0,0.684210526
0,0.833333333
0,0.529411765
1,0.352941176
0.466666667,0.5
0,0.5
0,0.894736842
0,0.0625
0.822222222,0.894736842
0.766666667,0.411764706
0.684210526,0.894736842
0,0.444444444
0,0.842105263
0,0.1875
0,0.444444444
0,0.789473684
0,0.666666667
0,0.222222222
0,0.631578947
0.714285714,0.5625
0.9,0.722222222
0.916666667,0.333333333
0,0.684210526
0.5,0.578947368
0.604651163,0.4375
0,0.56
0.769230769,0.466666667
0,0.153846154
0,0.3125
0,0.357142857
0,0.5
0.769230769,0.6
0.642857143,0.470588235
0.769230769,0.375
0.857142857,0.285714286
0,0.714285714
0.476190476,0.5
0,0.5
0,0.294117647
0,0.857142857
0,0.5
0,0.818181818
0,0.583333333
0,0.666666667
0.755555556,0.5
0,0.181818182
0,0.6
0.705882353,0.454545455
0,0.545454545
0,0.25
0,0.8
0.916666667,0.2
0,0.466666667
0,0.7
0.947368421,0.777777778
0.833333333,0.424242424
0.454545455,0.464052288
0.823529412,0.655172414
0,0.444444444
0,0.636363636
0.9375,0.1875
0.357142857,0.125
0,0.5
0.578947368,0.533333333
0,0.733333333
0.8,0.222222222
0,0.636363636
0,0.321428571
0,0.2
0.78,0.076923077
0.909090909,0.666666667
0,0.25
0.775,0.285714286
0,0.9375
0.875,0.166666667
0.92,0.833333333
0.4375,0.941176471
0.5,0.090909091
0.911111111,0.875
0,0.333333333
0.692307692,0.823529412
0.842105263,0.764705882
0.888888889,0.384615385
0,0.769230769
0.941176471,0.705882353
0,0.705882353
0,0.5
0,0.588235294
0,0.941176471
0,0.666666667
0,0.333333333
0,0.705882353
0,0.470588235
0,0.666666667
0.652173913,0.666666667
0.8125,0.588235294
0.5,0.214285714
0.882352941,0.555555556
0,0.666666667
0,0.8
0,0.666666667
0.676470588,0.1
0,0.777777778
0.786885246,0.157894737
0.75,0.789473684
0,0.133333333
0,0.470588235
0.619047619,0.5
0,0.611111111
0,0.8125
0,0.6875
0.655172414,0.722222222
0.769230769,0.526315789
0,0.733333333
0,0.25
0.956521739,0.538461538
0.75,0.533333333
0,0.416666667
0.5,0.307692308
0.426470588,0.222222222
0,0.470588235
0,0.384615385
0.885714286,0.363636364
0,0.375
0,0.406779661
0,0.5
0,0.142857143
0,0.294117647
0,0.333333333
0,0.642857143
0,0.230769231
0.9,0.6
0,0.142857143
0,0.181818182
0.9375,0.4
0,0.1
0,0.5
0,0.8
0,1
0,0.76
0,0.444444444
0.913043478,0.625
0,0.266666667
0.761904762,0.214285714
0,0.75
0,0.166666667
0,0.3
0.379310345,0.2
0.84,0.25
0.833333333,0.490566038
0,0.421052632
0,0.272727273
0.88,0.2
0.815789474,0.625
0.72,0.727272727
0.333333333,0.4
0,0.214285714
0,0.235294118
0,0.222222222
0.678571429,0.642857143
0,0.75
0,0.866666667
0,0.75
0.764705882,0.733333333
0.88,0
0.875,0.166666667
0.894736842,0.6
0,0.424242424
0,0.733333333
0,0.866666667
0,0.866666667
0.444444444,0.823529412
0,0.307692308
0.741935484,0.933333333
0,0.365079365
0,0.111111111
0.947368421,0.555555556
0,0.466666667
0.769230769,0.8
0.916666667,0.8
0,0.846153846
0,0.933333333
0,0.6875
0,0.733333333
0.9,0.785714286
0,0.238095238
0,0.333333333
0.862745098,0.888888889
0.923076923,0.777777778
0.65625,0.8125
0,0.8
0,0.266666667
0.636363636,0.705882353
0,0.666666667
0,0.375
0,0.416666667
0,0.4375
0,0.625
0,0.866666667
0.62,0.294117647
0,0.5
0.851851852,0.090909091
0,0.461538462
0,0.615384615
0,0.72
0,0.529411765
0,0.545454545
0,0.583333333
0.777777778,0.615384615
0.928571429,0.866666667
0.842105263,0.111111111
0,0.810810811
0,0.3
0,0.71875
0,0.8
0.888888889,0.2
1,0.333333333
0,0.4
0,0.6
0.476190476,0.75
1,0.1
0,0.375
0.5625,0.818181818
0.583333333,0.6
0,0.8
0,0.866666667
0,0.534482759
0.842105263,0.470588235
0,0.2
0,0.866666667
0,0
0,0.4
0,0.538461538
0,0.785714286
0.8,0.6
0,0.428571429
0.583333333,0.846153846
0,0.571428571
0.842105263,0.78125
0,0.769230769
0,0.933333333
0,0.466666667
0,0.466666667
0,0.2
0,0.666666667
0.884615385,0.6
0.318181818,0.466666667
0.705882353,0.533333333
0.828571429,0.4
0,0.277777778
0,0.416666667
0.904761905,0.333333333
0,0.266666667
0,0.2
0.888888889,0.2
0.890410959,0.476190476
0,0.6
0,0.666666667
0,0.6
0,0.5625
0.842105263,0.647058824
0,0.615384615
0,0.823529412
0.566666667,0.421052632
0,0.882352941
0,0.333333333
0.648648649,0.4
0,0.619047619
0,0.416666667
0.62962963,0.625
0.9,0.461538462
0,0.909090909
0,0.533333333
0,0.090909091
0.545454545,0.615384615
0,0.5
0,0.545454545
0,0.3125
0,0.8125
0.606060606,0.272727273
0,0.666666667
0.714285714,0.5
0,0.222222222
0,0.571428571
0,0.75
0,0.6
0,0.111111111
0,0.642857143
0.8125,0.4
0,0.375
0,0.6875
0,0.277777778
0,0.631578947
0.724137931,0.5
0,0.5
0,0.764705882
0.2,0.454545455
0.58974359,0.454545455
0.578947368,0.363636364
0,0.615384615
0.545454545,0.625
0,0.555555556
0.488888889,0.416666667
0,1
0,0.333333333
0.733333333,0.714285714
0.764705882,0.363636364
0,0.8125
0,0.214285714
0,0.642857143
0,0.642857143
0,0.666666667
0,0.733333333
0,0.8
0.105263158,0.625
0,0.1875
0,0.666666667
0.709677419,0.785714286
0,0.733333333
0,0.8
0.736842105,0.4
0,0.8
0,0.8125
0.833333333,0.333333333
0,0.375
0,0.266666667
0.909090909,0.375
0,1
0.849056604,0.416666667
0.647058824,0.142857143
0.841269841,0.411764706
0,0.6875
0,0.571428571
0.75,1
0.846153846,0.384615385
0.638888889,0.928571429
0.827586207,0.692307692
0,0.666666667
0.872340426,0.8125
0,0.413043478
0,0.6
0.923076923,0.714285714
0,0.933333333
0,0.642857143
0,0.333333333
0,0.785714286
0,0.1
0,0.833333333
0,0.666666667
0,0.357142857
0,0.352941176
0,0.666666667
0,0.454545455
0,0.416666667
0,0.6
0,0.428571429
0.933333333,0.357142857
0,0.666666667
1,0.612903226
0,0.818181818
1,0.733333333
0,0.470588235
0,0.916666667
0,0.5
0.777777778,0.583333333
0.851851852,0.5
0.933333333,0.636363636
0,0.466666667
0.878787879,0.533333333
0.175,0.777777778
0.454545455,0.571428571
0,0.4
0.423529412,0.347826087
0,0.636363636
0.882352941,0.8125
0,0.578947368
0.772727273,0.307692308
0,0.733333333
0.823529412,0.5
0,0.5625
0,0.777777778
0,0.733333333
0,0.294117647
0.894736842,0.7
0,0.466666667
0,0.529411765
0.769230769,0.823529412
0.882352941,0.555555556
0.826086957,0.882352941
0,0.25
0.575,0.764705882
0.882352941,0.866666667
0,0.466666667
0.826086957,0.882352941
0.816326531,0.428571429
0,0.741935484
0.764705882,0.5
0,0.333333333
0,0.909090909
0,0.7
0.578947368,0.529411765
0,0.8
0,0.081632653
0.80952381,0.92
0,0.888888889
0.806451613,0.111111111
0.954545455,0.428571429
